SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
21,0,0,10,protocol,7.5,90,118,1.31111,20,18,0.9,0.9,0.53,0.441667,0.441667,0.294444,0.240909,0.240909,0.240909,0.240909,0.195869
22,0,0,10,protocol,7.5,100,153,1.53,16,16,1,1,0.666667,0.542857,0.542857,0.38,0.324786,0.324786,0.324786,0.324786,0.195928
23,0,0,10,protocol,7.5,100,129,1.29,0,0,0,0.964286,0.62,0.442857,0.442857,0.31,0.303922,0.303922,0.303922,0.303922,0.198314
24,0,0,10,protocol,7.5,100,98,0.98,0,0,0,0.9,0.43,0.307143,0.307143,0.215,0.204762,0.204762,0.204762,0.204762,0.203917
25,0,0,10,protocol,7.5,110,113,1.02727,20,19,0.95,0.975,0.42029,0.329545,0.322222,0.241667,0.223077,0.223077,0.223077,0.223077,0.206388
26,0,0,10,protocol,7.5,110,105,0.954545,20,20,1,0.975,0.473214,0.33125,0.294444,0.234513,0.203846,0.203846,0.203846,0.203846,0.205999
27,0,0,10,protocol,7.5,120,87,0.725,20,20,1,1,0.325758,0.238889,0.215,0.165385,0.126471,0.126471,0.126471,0.126471,0.205854
28,0,0,10,protocol,7.5,120,83,0.691667,0,0,0,1,0.31746,0.222222,0.2,0.145985,0.117647,0.117647,0.117647,0.117647,0.206212
29,0,0,10,protocol,7.5,120,86,0.716667,2,2,1,0.925,0.366667,0.244444,0.22,0.157143,0.126437,0.126437,0.126437,0.126437,0.206072
30,0,0,10,protocol,7.5,130,106,0.815385,20,20,1,1,0.491667,0.327778,0.278302,0.210714,0.155263,0.155263,0.155263,0.155263,0.206107
31,0,0,10,protocol,7.5,130,108,0.830769,20,20,1,0.980769,0.556604,0.359756,0.268182,0.210714,0.155263,0.155263,0.155263,0.155263,0.206139
32,0,0,10,protocol,7.5,140,104,0.742857,20,20,1,1,0.697674,0.37037,0.272727,0.214286,0.136054,0.136054,0.136054,0.136054,0.206309
33,0,0,10,protocol,7.5,140,93,0.664286,20,20,1,0.95,0.7125,0.316667,0.259091,0.201413,0.12809,0.12809,0.12809,0.12809,0.206656
34,0,0,10,protocol,7.5,150,115,0.766667,20,20,1,0.953488,0.8,0.436364,0.363636,0.285714,0.166667,0.166667,0.166667,0.166667,0.208709
35,0,0,10,protocol,7.5,150,102,0.68,20,20,1,0.975,0.725,0.410377,0.353659,0.245763,0.145973,0.145973,0.145973,0.145973,0.210111
36,0,0,10,protocol,7.5,160,103,0.64375,20,20,1,0.9875,0.602564,0.391667,0.299363,0.195833,0.124339,0.124339,0.124339,0.124339,0.210548
37,0,0,10,protocol,7.5,160,85,0.53125,20,19,0.95,0.95,0.55,0.315574,0.231928,0.143657,0.101583,0.101583,0.101583,0.101583,0.210675
38,0,0,10,protocol,7.5,160,81,0.50625,20,19,0.95,0.944444,0.528571,0.266187,0.226994,0.122112,0.0973684,0.0973684,0.0973684,0.0973684,0.211173
39,0,0,10,protocol,7.5,170,84,0.494118,20,20,1,1,0.55,0.299611,0.237654,0.119195,0.0987179,0.0987179,0.0987179,0.0987179,0.211367
40,0,0,10,protocol,7.5,170,87,0.511765,20,20,1,1,0.526667,0.349558,0.217033,0.120795,0.102865,0.102865,0.102865,0.102865,0.211522
41,0,0,10,protocol,7.5,180,98,0.544444,20,20,1,1,0.5,0.366667,0.217822,0.134146,0.110831,0.110831,0.110831,0.110831,0.211739
42,0,0,10,protocol,7.5,180,132,0.733333,20,20,1,1,0.73494,0.469231,0.303483,0.190625,0.151365,0.151365,0.151365,0.151365,0.211937
43,0,0,10,protocol,7.5,190,137,0.721053,20,20,1,0.946809,0.79375,0.456835,0.330729,0.193598,0.145642,0.145642,0.145642,0.145642,0.212186
44,0,0,10,protocol,7.5,190,143,0.752632,22,22,1,0.983333,0.93662,0.475,0.3325,0.206522,0.14745,0.14745,0.14745,0.14745,0.213161
45,0,0,10,protocol,7.5,190,145,0.763158,40,40,1,0.983333,0.971429,0.552846,0.326923,0.2125,0.148472,0.148472,0.148472,0.148472,0.214886
46,0,0,10,protocol,7.5,200,147,0.735,40,40,1,0.936364,0.91875,0.503425,0.295181,0.184211,0.136111,0.136111,0.136111,0.136111,0.215854
47,0,0,10,protocol,7.5,200,155,0.775,40,40,1,0.98,0.96875,0.466867,0.329787,0.177752,0.140526,0.140526,0.140526,0.140526,0.215969
48,0,0,10,protocol,7.5,200,147,0.735,32,32,1,0.97,0.91875,0.434911,0.281609,0.174171,0.132671,0.132671,0.132671,0.132671,0.216076
49,0,0,10,protocol,7.5,200,131,0.655,20,20,1,1,0.648515,0.406832,0.228223,0.145556,0.119091,0.119091,0.119091,0.119091,0.216431
50,0,0,10,protocol,7.5,200,120,0.6,20,20,1,0.975,0.504202,0.338983,0.202361,0.13363,0.106667,0.106667,0.106667,0.106667,0.216514
51,0,0,10,protocol,7.5,200,106,0.53,28,28,1,0.984375,0.46087,0.258537,0.171521,0.117257,0.0933921,0.0933921,0.0933921,0.0933921,0.216591
52,0,0,10,protocol,7.5,200,121,0.605,40,39,0.975,0.972222,0.611111,0.284038,0.178466,0.13326,0.10746,0.10746,0.10746,0.10746,0.216663
53,0,0,10,protocol,7.5,200,117,0.585,36,35,0.972222,0.897436,0.593909,0.25885,0.167143,0.125536,0.105787,0.105787,0.105787,0.105787,0.21673
54,0,0,10,protocol,7.5,200,110,0.55,20,20,1,0.988372,0.495495,0.226337,0.157593,0.116525,0.102421,0.102421,0.102421,0.102421,0.216871
55,0,0,10,protocol,7.5,200,114,0.57,28,28,1,0.933333,0.467213,0.244635,0.161017,0.121277,0.107143,0.107143,0.107143,0.107143,0.21785
56,0,0,10,protocol,7.5,200,153,0.765,40,37,0.925,0.945946,0.55036,0.343049,0.216102,0.162766,0.139091,0.139091,0.139091,0.139091,0.218589
57,0,0,10,protocol,7.5,200,185,0.925,48,47,0.979167,0.919118,0.646853,0.449029,0.252732,0.199353,0.168488,0.168488,0.168488,0.168488,0.218717
58,0,0,10,protocol,7.5,200,219,1.095,78,74,0.948718,0.88806,0.671779,0.576316,0.305014,0.232979,0.206604,0.206604,0.206604,0.206604,0.218719
59,0,0,10,protocol,7.5,200,243,1.215,100,93,0.93,0.921053,0.686441,0.632812,0.368182,0.277397,0.234104,0.234104,0.234104,0.234104,0.219057
60,0,0,10,protocol,7.5,200,281,1.405,94,94,1,0.990148,0.81686,0.688725,0.460656,0.322989,0.277668,0.277668,0.277668,0.277668,0.21906
61,0,0,10,protocol,7.5,200,277,1.385,100,99,0.99,0.976471,0.814706,0.644186,0.494643,0.328199,0.271037,0.271037,0.271037,0.271037,0.219053
62,0,0,10,protocol,7.5,200,271,1.355,138,136,0.985507,0.976,0.797059,0.607623,0.505597,0.360372,0.25566,0.25566,0.25566,0.25566,0.219047
63,0,0,10,protocol,7.5,200,264,1.32,180,179,0.994444,0.978992,0.776471,0.573913,0.507692,0.359673,0.238267,0.238267,0.238267,0.238267,0.219041
64,0,0,10,protocol,7.5,200,254,1.27,200,200,1,1,0.717514,0.552174,0.492248,0.339572,0.227599,0.227599,0.227599,0.227599,0.219035
65,0,0,10,protocol,7.5,200,245,1.225,200,198,0.99,0.990741,0.676796,0.539648,0.442238,0.302469,0.220522,0.220522,0.220522,0.220522,0.219411
66,0,0,10,protocol,7.5,200,230,1.15,153,146,0.954248,0.956311,0.625,0.522727,0.380795,0.263158,0.213358,0.213358,0.213358,0.213358,0.220119
67,0,0,10,protocol,7.5,200,229,1.145,110,110,1,0.968468,0.665698,0.504405,0.345921,0.252203,0.222763,0.222763,0.222763,0.222763,0.220326
68,0,0,10,protocol,7.5,200,226,1.13,100,100,1,0.963636,0.664706,0.46888,0.309589,0.251111,0.225324,0.225324,0.225324,0.225324,0.220294
69,0,0,10,protocol,7.5,200,210,1.05,118,116,0.983051,0.923529,0.65625,0.402299,0.272727,0.232301,0.210843,0.210843,0.210843,0.210843,0.220262
70,0,0,10,protocol,7.5,200,181,0.905,134,132,0.985075,0.985714,0.583871,0.301667,0.232051,0.201559,0.174038,0.174038,0.174038,0.174038,0.220299
71,0,0,10,protocol,7.5,200,157,0.785,102,97,0.95098,0.924051,0.547038,0.247634,0.201282,0.176802,0.148674,0.148674,0.148674,0.148674,0.220269
72,0,0,10,protocol,7.5,200,170,0.85,80,79,0.9875,0.944444,0.53125,0.257576,0.217949,0.18559,0.15233,0.15233,0.15233,0.15233,0.22024
73,0,0,10,protocol,7.5,200,170,0.85,84,82,0.97619,0.944134,0.491329,0.282392,0.213568,0.169661,0.147569,0.147569,0.147569,0.147569,0.220212
74,0,0,10,protocol,7.5,200,198,0.99,58,57,0.982759,0.979592,0.502538,0.352313,0.237981,0.189293,0.168081,0.168081,0.168081,0.168081,0.220185
75,0,0,10,protocol,7.5,200,198,0.99,38,38,1,0.896552,0.510309,0.365314,0.232394,0.180657,0.166387,0.166387,0.166387,0.166387,0.220206
76,0,0,10,protocol,7.5,200,211,1.055,28,27,0.964286,0.845745,0.574932,0.368881,0.238958,0.191818,0.176421,0.176421,0.176421,0.176421,0.222388
77,0,0,10,protocol,7.5,200,189,0.945,49,43,0.877551,0.752941,0.512195,0.3375,0.214773,0.171818,0.153409,0.153409,0.153409,0.153409,0.226555
78,0,0,10,protocol,7.5,200,164,0.82,66,46,0.69697,0.686869,0.453039,0.277027,0.205,0.147748,0.131621,0.131621,0.131621,0.131621,0.230987
79,0,0,10,protocol,7.5,200,208,1.04,77,77,1,0.853933,0.53886,0.340984,0.25679,0.194393,0.170213,0.170213,0.170213,0.170213,0.234247
80,0,0,10,protocol,7.5,200,194,0.97,68,48,0.705882,0.797872,0.485,0.325503,0.237164,0.19342,0.1633,0.1633,0.1633,0.1633,0.238036
81,0,0,10,protocol,7.5,200,243,1.215,92,76,0.826087,0.88172,0.592683,0.380282,0.291367,0.253125,0.215044,0.215044,0.215044,0.215044,0.241577
82,0,0,10,protocol,7.5,200,200,1,120,105,0.875,0.90625,0.465116,0.318471,0.268097,0.209205,0.182315,0.182315,0.182315,0.182315,0.244421
83,0,0,10,protocol,7.5,200,188,0.94,106,93,0.877358,0.859551,0.421525,0.310231,0.265537,0.205689,0.174884,0.174884,0.174884,0.174884,0.245904
84,0,0,10,protocol,7.5,200,235,1.175,86,84,0.976744,0.790179,0.59949,0.427273,0.335714,0.279097,0.233598,0.233598,0.233598,0.233598,0.247404
85,0,0,10,protocol,7.5,200,263,1.315,80,80,1,0.819853,0.681347,0.506744,0.375714,0.318402,0.260913,0.260913,0.260913,0.260913,0.248668
86,0,0,10,protocol,7.5,200,256,1.28,86,84,0.976744,0.82963,0.680851,0.551724,0.372093,0.320401,0.251473,0.251473,0.251473,0.251473,0.250003
87,0,0,10,protocol,7.5,200,254,1.27,112,109,0.973214,0.833333,0.705556,0.569507,0.403175,0.325641,0.270789,0.270789,0.270789,0.270789,0.251821
88,0,0,10,protocol,7.5,200,229,1.145,180,160,0.888889,0.817857,0.654286,0.561275,0.40035,0.289873,0.244136,0.244136,0.244136,0.244136,0.253203
89,0,0,10,protocol,7.5,200,238,1.19,173,153,0.884393,0.85,0.687861,0.61658,0.454198,0.324251,0.258696,0.258696,0.258696,0.258696,0.254427
90,0,0,10,protocol,7.5,200,237,1.185,180,158,0.877778,0.864341,0.701183,0.623684,0.49375,0.316,0.262749,0.262749,0.262749,0.262749,0.255465
91,0,0,10,protocol,7.5,200,249,1.245,140,131,0.935714,0.95,0.792994,0.687845,0.51875,0.324219,0.273626,0.273626,0.273626,0.273626,0.256372
92,0,0,10,protocol,7.5,200,223,1.115,100,96,0.96,0.941441,0.743333,0.652047,0.449597,0.313643,0.239014,0.239014,0.239014,0.239014,0.255865
93,0,0,10,protocol,7.5,200,213,1.065,70,69,0.985714,0.983516,0.760714,0.591667,0.406489,0.302557,0.223739,0.223739,0.223739,0.223739,0.255372
94,0,0,10,protocol,7.5,200,167,0.835,60,59,0.983333,0.948718,0.618519,0.441799,0.303636,0.232591,0.170757,0.170757,0.170757,0.170757,0.254892
95,0,0,10,protocol,7.5,200,141,0.705,58,57,0.982759,0.95,0.538168,0.34901,0.242685,0.190541,0.143878,0.143878,0.143878,0.143878,0.255062
96,0,0,10,protocol,7.5,200,118,0.59,40,40,1,0.982143,0.5,0.273148,0.190323,0.156085,0.122917,0.122917,0.122917,0.122917,0.254966
97,0,0,10,protocol,7.5,200,135,0.675,50,48,0.96,0.909091,0.567227,0.31106,0.205793,0.17624,0.139752,0.139752,0.139752,0.139752,0.255015
98,0,0,10,protocol,7.5,200,164,0.82,68,68,1,0.91358,0.61194,0.401961,0.257862,0.209719,0.170833,0.170833,0.170833,0.170833,0.255019
99,0,0,10,protocol,7.5,200,200,1,98,97,0.989796,0.982249,0.714286,0.502513,0.321543,0.261097,0.217391,0.217391,0.217391,0.217391,0.254597
100,0,0,10,protocol,7.5,200,208,1.04,86,85,0.988372,0.948113,0.740214,0.522613,0.339869,0.297143,0.226087,0.226087,0.226087,0.226087,0.254177
101,0,0,10,protocol,7.5,200,218,1.09,80,79,0.9875,0.966507,0.741497,0.558974,0.370748,0.315942,0.248292,0.248292,0.248292,0.248292,0.254056
102,0,0,10,protocol,7.5,200,190,0.95,84,77,0.916667,0.901099,0.664336,0.519126,0.316667,0.29321,0.22619,0.22619,0.22619,0.22619,0.253645
103,0,0,10,protocol,7.5,200,194,0.97,88,87,0.988636,0.952381,0.678322,0.563953,0.342756,0.312903,0.239506,0.239506,0.239506,0.239506,0.253237
104,0,0,10,protocol,7.5,200,176,0.88,60,60,1,0.883117,0.704,0.478261,0.346457,0.283871,0.225352,0.225352,0.225352,0.225352,0.252838
105,0,0,10,protocol,7.5,200,168,0.84,58,56,0.965517,0.96875,0.7,0.497041,0.35443,0.286689,0.207407,0.207407,0.207407,0.207407,0.252463
106,0,0,10,protocol,7.5,200,116,0.58,60,59,0.983333,0.96,0.542056,0.343195,0.26009,0.207885,0.147208,0.147208,0.147208,0.147208,0.252096
107,0,0,10,protocol,7.5,200,118,0.59,50,50,1,1,0.686047,0.378205,0.280952,0.237903,0.161202,0.161202,0.161202,0.161202,0.251982
108,0,0,10,protocol,7.5,200,114,0.57,46,46,1,0.989362,0.633333,0.422222,0.276699,0.263889,0.161932,0.161932,0.161932,0.161932,0.252035
109,0,0,10,protocol,7.5,200,111,0.555,60,60,1,0.9875,0.60989,0.399281,0.290576,0.256944,0.172093,0.172093,0.172093,0.172093,0.251811
110,0,0,10,protocol,7.5,200,128,0.64,60,57,0.95,0.958333,0.711111,0.457143,0.355556,0.292237,0.219178,0.219178,0.219178,0.219178,0.251454
111,0,0,10,protocol,7.5,200,136,0.68,74,74,1,0.990566,0.755556,0.48227,0.386364,0.313364,0.239437,0.239437,0.239437,0.239437,0.251105
112,0,0,10,protocol,7.5,200,137,0.685,78,74,0.948718,0.95082,0.721053,0.489286,0.405325,0.334146,0.24552,0.24552,0.24552,0.24552,0.250872
113,0,0,10,protocol,7.5,200,158,0.79,80,80,1,0.992857,0.79,0.564286,0.464706,0.405128,0.268707,0.268707,0.268707,0.268707,0.250536
114,0,0,10,protocol,7.5,200,156,0.78,70,69,0.985714,0.980519,0.78,0.557143,0.458824,0.428571,0.269896,0.269896,0.269896,0.269896,0.250208
115,0,0,10,protocol,7.5,200,168,0.84,60,60,1,0.9875,0.84,0.6,0.494118,0.451613,0.307692,0.307692,0.307692,0.307692,0.249886
116,0,0,10,protocol,7.5,200,180,0.9,54,54,1,1,0.9,0.62069,0.529412,0.45,0.316901,0.316901,0.316901,0.316901,0.249583
117,0,0,10,protocol,7.5,200,175,0.875,51,50,0.980392,0.9875,0.875,0.583333,0.510204,0.4375,0.315884,0.315884,0.315884,0.315884,0.249311
118,0,0,10,protocol,7.5,200,160,0.8,40,39,0.975,0.978873,0.8,0.533333,0.444444,0.4,0.280702,0.280702,0.280702,0.280702,0.24934
119,0,0,10,protocol,7.5,200,132,0.66,40,39,0.975,0.971698,0.66,0.44,0.366667,0.314286,0.235714,0.235714,0.235714,0.235714,0.24926
120,0,0,10,protocol,7.5,200,110,0.55,40,37,0.925,0.964286,0.625,0.392857,0.305556,0.257009,0.188356,0.188356,0.188356,0.188356,0.249038
121,0,0,10,protocol,7.5,200,87,0.435,24,24,1,1,0.54375,0.317518,0.241667,0.192478,0.145,0.145,0.145,0.145,0.248747
122,0,0,10,protocol,7.5,200,76,0.38,0,0,0,0.9125,0.475,0.319328,0.212291,0.159664,0.126456,0.126456,0.126456,0.126456,0.248884
123,0,0,10,protocol,7.5,200,83,0.415,0,0,0,0.907895,0.538961,0.427835,0.231844,0.170082,0.131746,0.131746,0.131746,0.131746,0.249721
124,0,0,10,protocol,7.5,200,71,0.355,0,0,0,0.806452,0.514493,0.355,0.19086,0.147303,0.110937,0.110937,0.110937,0.110937,0.250527
125,3.072,6,10,protocol,7.5,200,68,0.34,2,2,1,1,0.653846,0.330097,0.188889,0.134653,0.108974,0.108974,0.108974,0.108974,0.251464
126,2.048,4,10,protocol,7.5,200,57,0.285,20,20,1,1,0.619565,0.268868,0.15,0.117284,0.09375,0.09375,0.09375,0.09375,0.251247
127,2.048,4,10,protocol,7.5,200,59,0.295,20,20,1,1,0.7375,0.270642,0.15285,0.128261,0.0986622,0.0986622,0.0986622,0.0986622,0.251035
128,2.048,4,10,protocol,7.5,200,54,0.27,20,17,0.85,0.925,0.55102,0.267327,0.135,0.113924,0.0947368,0.0947368,0.0947368,0.0947368,0.250916
129,1.024,2,10,protocol,7.5,200,58,0.29,6,6,1,0.875,0.414286,0.29,0.149485,0.128889,0.104693,0.104693,0.104693,0.104693,0.251505
130,0,0,10,protocol,7.5,200,67,0.335,0,0,0,0.666667,0.478571,0.281513,0.190341,0.159524,0.120072,0.120072,0.120072,0.120072,0.253328
131,0,0,10,protocol,7.5,200,78,0.39,0,0,0,0.9,0.506494,0.319672,0.229412,0.192118,0.139286,0.139286,0.139286,0.139286,0.254808
132,0,0,10,protocol,7.5,200,80,0.4,20,20,1,0.983333,0.519481,0.333333,0.236686,0.197044,0.14652,0.14652,0.14652,0.14652,0.254519
133,0,0,10,protocol,7.5,200,93,0.465,20,20,1,0.983333,0.58125,0.3875,0.290625,0.224638,0.163158,0.163158,0.163158,0.163158,0.254271
134,0,0,10,protocol,7.5,200,94,0.47,20,20,1,0.966667,0.643836,0.412281,0.303226,0.215596,0.166078,0.166078,0.166078,0.166078,0.25397
135,0,0,10,protocol,7.5,200,72,0.36,8,8,1,1,0.514286,0.346154,0.232258,0.163636,0.128571,0.128571,0.128571,0.128571,0.253674
136,0,0,10,protocol,7.5,200,58,0.29,0,0,0,0.966667,0.414286,0.29,0.176829,0.131818,0.103943,0.103943,0.103943,0.103943,0.253385
137,0,0,10,protocol,7.5,200,63,0.315,0,0,0,1,0.463235,0.29717,0.181034,0.150718,0.1171,0.1171,0.1171,0.1171,0.253109
138,0,0,10,protocol,7.5,200,60,0.3,0,0,0,1,0.526316,0.23622,0.166667,0.15,0.111111,0.111111,0.111111,0.111111,0.252858
139,0,0,10,protocol,7.5,200,59,0.295,0,0,0,0.975,0.546296,0.226923,0.168571,0.144608,0.115686,0.115686,0.115686,0.115686,0.252752
140,0,0,10,protocol,7.5,200,58,0.29,0,0,0,0.964286,0.3625,0.233871,0.177914,0.138756,0.116,0.116,0.116,0.116,0.25257
141,0,0,10,protocol,7.5,200,93,0.465,0,0,0,1,0.58125,0.357692,0.290625,0.239691,0.186,0.186,0.186,0.186,0.252331
142,0,0,10,protocol,7.5,200,82,0.41,0,0,0,1,0.5125,0.315385,0.266234,0.215789,0.169421,0.169421,0.169421,0.169421,0.252105
143,0,0,10,protocol,7.5,200,80,0.4,10,10,1,1,0.526316,0.307692,0.25,0.212766,0.171674,0.171674,0.171674,0.171674,0.251893
144,0,0,10,protocol,7.5,200,79,0.395,20,20,1,1,0.564286,0.303846,0.246875,0.227666,0.168803,0.168803,0.168803,0.168803,0.251665
145,0,0,10,protocol,7.5,200,63,0.315,20,20,1,0.975,0.45,0.242308,0.196875,0.185294,0.136364,0.136364,0.136364,0.136364,0.25141
146,0,0,10,protocol,7.5,200,42,0.21,18,18,1,1,0.3,0.162791,0.13125,0.123529,0.0954545,0.0954545,0.0954545,0.0954545,0.251187
147,0,0,10,protocol,7.5,200,40,0.2,0,0,0,1,0.285714,0.166667,0.125,0.117647,0.0869565,0.0869565,0.0869565,0.0869565,0.250949
148,0,0,10,protocol,7.5,200,38,0.19,0,0,0,0.95,0.339286,0.158333,0.11875,0.111765,0.0826087,0.0826087,0.0826087,0.0826087,0.250715
149,0,0,10,protocol,7.5,200,40,0.2,0,0,0,1,0.4,0.166667,0.130719,0.117647,0.0873362,0.0873362,0.0873362,0.0873362,0.25056
150,0,0,10,protocol,7.5,200,38,0.19,0,0,0,0.95,0.38,0.158333,0.126667,0.111765,0.0863636,0.0863636,0.0863636,0.0863636,0.25048
151,0,0,10,protocol,7.5,200,38,0.19,0,0,0,0.95,0.38,0.158333,0.126667,0.115854,0.0900474,0.0900474,0.0900474,0.0900474,0.250312
152,0,0,10,protocol,7.5,200,40,0.2,0,0,0,1,0.493827,0.166667,0.133333,0.125,0.0952381,0.0952381,0.0952381,0.0952381,0.250091
153,0,0,10,protocol,7.5,200,28,0.14,0,0,0,1,0.35,0.116667,0.0933333,0.0875,0.0682927,0.0682927,0.0682927,0.0682927,0.249873
154,0,0,10,protocol,7.5,200,32,0.16,0,0,0,1,0.4,0.144144,0.106667,0.1,0.08,0.08,0.08,0.08,0.249721
155,0,0,10,protocol,7.5,200,40,0.2,0,0,0,1,0.5,0.185185,0.133333,0.125,0.1,0.1,0.1,0.1,0.249499
156,0,0,10,protocol,7.5,200,40,0.2,0,0,0,1,0.5,0.2,0.133333,0.125,0.1,0.1,0.1,0.1,0.24928
157,0,0,10,protocol,7.5,200,40,0.2,0,0,0,1,0.434783,0.2,0.133333,0.125,0.1,0.1,0.1,0.1,0.249065
158,0,0,10,protocol,7.5,200,40,0.2,0,0,0,1,0.4,0.2,0.138889,0.125,0.1,0.1,0.1,0.1,0.248861
159,0,0,10,protocol,7.5,200,50,0.25,18,18,1,0.95,0.5,0.25,0.189394,0.15625,0.125,0.125,0.125,0.125,0.248676
160,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.3,0.230769,0.1875,0.15,0.15,0.15,0.15,0.248632
161,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.3,0.230769,0.1875,0.144928,0.144928,0.144928,0.144928,0.248514
162,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.283019,0.230769,0.1875,0.142857,0.142857,0.142857,0.142857,0.248338
163,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.196078,0.139535,0.139535,0.139535,0.139535,0.248171
164,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.130435,0.130435,0.130435,0.130435,0.248016
165,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.130435,0.130435,0.130435,0.130435,0.247846
166,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.130435,0.130435,0.130435,0.130435,0.247653
167,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.133333,0.133333,0.133333,0.133333,0.247486
168,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.136364,0.136364,0.136364,0.136364,0.247306
169,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.136364,0.136364,0.136364,0.136364,0.247128
170,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.136364,0.136364,0.136364,0.136364,0.247018
171,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.136364,0.136364,0.136364,0.136364,0.246972
172,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.136364,0.136364,0.136364,0.136364,0.24685
173,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.136364,0.136364,0.136364,0.136364,0.246681
174,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.136364,0.136364,0.136364,0.136364,0.246529
175,0,0,10,protocol,7.5,200,60,0.3,20,20,1,1,0.6,0.272727,0.230769,0.2,0.136364,0.136364,0.136364,0.136364,0.246403
